numeros,articles,titre,persee_id,auteurlabel,personne_idLabel,year_of_birth,year_of_death,sex_or_genderLabel
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293610_t1_0372_0000_002#Web,"Jacques NICOURT, « Fabrication de cloches fondues. Permanence des techniques », Ethnologie française, I., 1971, n°3/4, pp. 55-82.",178746,Jean-Marie Pesez,Jean-Marie Pesez,1929,1998,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293610_t1_0373_0000_002#Web,"Raymond RITTER, L'architecture militaire du Moyen Age",227418,Bernard Guenée,Bernard Guenée,1927,2010,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293610_t1_0374_0000_001#Web,"Les Mémoires de l'Europe, I., L'Europe de la Foi (800-1453)",236351,Philippe Braunstein,Philippe Braunstein,1933,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293611#Web,Des lunettes et des hommes ou la satire des mal-voyants au XVIe siècle,31422,Jean-Claude Margolin,Jean-Claude Margolin,1923,2013,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293613#Web,Statistique et démographie historique,30196,Jacques Dupaquier,Jacques Dupâquier,1922,2010,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293615#Web,Contribution à l'histoire de la consommation alimentaire du XIVe au XIXe siècle,269010,Joseph Goy,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293615#Web,Contribution à l'histoire de la consommation alimentaire du XIVe au XIXe siècle,30699,Bartolomé Benassar,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293616#Web,Pour l'histoire de l'alimentation : quelques remarques de méthode,275637,Maurice Aymard,Maurice Aymard,1936,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293617#Web,"Consommation alimentaire en Andalousie orientale (les achats de l'hôpital royal de Guadix, 1581-1582)",268955,Bernard Vincent,Bernard Vincent,1941,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293618#Web,La consommation alimentaire d'Ancien Régime : les collèges de Saint-Jacques-de-Compostelle,268923,A. Eiras Roel,Antonio Eiras Roel,1931,2017,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293618#Web,La consommation alimentaire d'Ancien Régime : les collèges de Saint-Jacques-de-Compostelle,29698,M. Morales,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293619#Web,La consommation des seigneurs auvergnats du XVe au XVIIIe siècle,268048,Pierre Charbonnier,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293620#Web,La consommation alimentaire dans le haut Languedoc aux XVIIe et XVIIIe siècles,253072,Jacques Vedel,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293621#Web,"L'alimentation des pensionnaires à la fin de l'Ancien Régime (Auch, Beaumont-en-Auge, Molsheim et Toulouse).",275434,Willem Frijhoff,Willem Frijhoff,1942,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293621#Web,"L'alimentation des pensionnaires à la fin de l'Ancien Régime (Auch, Beaumont-en-Auge, Molsheim et Toulouse).",38557,Dominique Julia,Dominique Julia,1940,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293622#Web,Niveaux de vie paysans autour de Meaux en 1700 et 1750,276657,Micheline Baulant,Micheline Baulant,1925,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293623#Web,Viande et poisson dans l'alimentation des Français au milieu du XIXe siècle,273582,Gabriel Désert,Gabriel Désert,1924,2004,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293624#Web,Les consommations populaires dans la seconde moitié du XIXe siècle à travers les monographies de l'École de Le Play,214521,Pierrette Pézerat,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293624#Web,Les consommations populaires dans la seconde moitié du XIXe siècle à travers les monographies de l'École de Le Play,30274,Cécile Dauphin,Q46259756,????,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293625#Web,Sur les consommations avariées à Paris dans la deuxième moitié du XIXe siècle,30679,Jean-Paul Aron,Jean-Paul Aron,1925,1988,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293626#Web,Les privilèges d'une capitale : l'approvisionnement de Rome à l'époque moderne.,29472,Jacques Revel,Jacques Revel,1942,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293627#Web,Le marché du bétail et la consommation de la viande à Genève au XVIIIe siècle,29678,Anne-Marie Piuz,Anne-Marie Piuz,1923,2010,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293628#Web,L'alimentation à Gand pendant la première moitié du XIXe siècle,31504,Christian Vandenbroeke,Chris Vandenbroeke,1944,2007,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293629#Web,Nourritures et consommation en Sicile entre XIVe et XVIIIe siècle,178748,Henri Bresc,Henri Bresc,1939,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293629#Web,Nourritures et consommation en Sicile entre XIVe et XVIIIe siècle,275637,Maurice Aymard,Maurice Aymard,1936,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293630#Web,Consommation et usages alimentaires en Tunisie aux XVIIIe et XIXe siècles,29366,Lucette Valensi,Lucette Valensi,1936,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_2#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_2_293631#Web,"Niveaux de consommation, niveaux de vie au Portugal (1874 - 1922)",286302,M. Halpern Pereira,Miriam Halpern Pereira,1937,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293636#Web,Échanges de marchandises et échanges de dieux. Un chassé-croisé culturel entre Européens et Bantu,39432,W.G Randles,Q95321005,1928,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293637#Web,"Idéologie et mouvements politiques en Haïti, 1915-1946",49435,David Nicholls,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293639#Web,"À propos de démographie médiévale : de moderniste à médiéviste, notes de lecture",29402,Michel Terrisse,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293640#Web,Malthus démenti ? Sous-peuplement chronique et calamités démographiques en Sardaigne au bas Moyen Âge,49591,John Day,John Day,1924,2003,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293641#Web,"Types de développement dans le royaume de Naples, XVIIe-XVIIIe siècles",275638,Gérard Delille,Gérard Delille,1944,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293642#Web,Mobilité géographique et cycle de vie en Artois et en Toscane au XVIIIe siècle,29307,Emmanuel Todd,Emmanuel Todd,1951,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293644#Web,Les barrières de l'an VII,234891,Guy Arbellot,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293645#Web,Tissu urbain et architecture. L'analyse parcellaire comme base de l'histoire architecturale,261712,Françoise Boudon,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293646#Web,Belleville aux XIXe et XXe siècles : une méthode d'analyse de la croissance urbaine à Paris,29941,Gérard Jacquemet,Gérard Jacquemet,1936,1980,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0844_0000_000#Web,"Henri GOALLOU, Hamon, Commissaire du Gouvernement puis Préfet d'Ile-et-Vilaine (3 mars 1848-25 janvier 1849)",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0845_0000_001#Web,"Vincent WRIGHT, Le Conseil d'État sous le Second Empire",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0846_0000_002#Web,"Bernard LE CLERE et Vincent WRIGHT, Les préfets du Second Empire",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0847_0000_002#Web,"Guy CHAPMAN, The Dreyfus Trials",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0849_0000_001#Web,"L'esprit républicain (Colloque d'Orléans, 4 et 5 septembre 1970), présenté par Jacques Viard",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0850_0000_002#Web,La réévaluation d'Arthur de Gobineau.,255578,Léon Poliakov,Léon Poliakov,1910,1997,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0854_0000_001#Web,"Robert SOUCY, Fascism in France. The Case of Maurice Barrès",29068,Eugen Weber,Eugen Weber,1925,2007,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0856_0000_001#Web,"Theodore ZELDIN, France 1848-1945, vol. I, Ambition, love and politics",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0859_0000_002#Web,"Marcel GILLET, Les charbonnages du Nord de la France au XIXe siècle",256104,Jean Bouvier,Jean Bouvier,1920,1987,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0863_0000_002#Web,"Pierre GOUJON, Le vignoble de Saône-et-Loire au XIXe siècle (1815-1870)",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0865_0000_003#Web,Histoire urbaine.,35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0867_0000_001#Web,"ARRIGHI (P.), GROSJEAN (R.), JEHASSE (L.), TAVIANI (H.), ETTORI (F.) et EMMANUELU (R.), Histoire de la Corse (publiée sous la direction de P. Arrighi)",283576,Christian Ambrosi,Christian Ambrosi,1916,1994,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0868_0000_001#Web,"C. R. AGERON, Les Algériens musulmans et la France (1871-1919), vol. I",275344,André Nouschi,André Nouschi,1922,2017,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0876_0000_002#Web,Synthèses.,35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0879_0000_000#Web,"Henriette ASSÉO, « Marginalité et exclusion : le traitement administratif des Bohémiens dans la société française du XVIIe siècle », dans Problèmes socio-culturels en France au XVIIe siècle",256607,Guy Boquet,Guy Boquet,1915,2010,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0880_0000_001#Web,"Claude LONGEON, Documents sur la vie intellectuelle en Forez au XVIe siècle",256698,Roger Chartier,Roger Chartier,1945,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0881_0000_001#Web,"Yves GUÉNEAU, Les Protestants dans le Colloque de Sancerre de 1598- 1685",276455,François Billacois,François Billacois,1934,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0882_0000_001#Web,"Centre Méridional de Rencontre sur le XVIIe siècle, Deuxième Colloque de Marseille (28-29-30 janvier 1972), État présent de quelques travaux concernant le XVIIe siècle, Racine, Le Livre, Histoire sociale et économique, Mentalités religieuses",256698,Roger Chartier,Roger Chartier,1945,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0883_0000_001#Web,L' « underground publishing ».,256698,Roger Chartier,Roger Chartier,1945,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0884_0000_002#Web,"« Revolutionary and Nonrevolutionary Content in the Cahiers of 1789. An interim report », dans French Historical Studies, vol. VII, Number 4, Fall 1972, pp. 479-502.",257182,Guy Chaussinand-Nogaret,Guy Chaussinand-Nogaret,????,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0885_0000_000#Web,La Revue Française d'Histoire du Livre.,275336,Daniel Roche,Daniel Roche,1935,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0886_0000_001#Web,"F. de DAINVILLE et J. TULARD, Atlas administratif de l'Empire français, d'après l'atlas rédigé par ordre du Duc de Feltre en 1812",158274,Jean-Jacques Hémardinquer,Jean-Jacques Hémardinquer,????,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0887_0000_002#Web,Publicistes du XIXe siècle.,35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0887_0000_004#Web,Études gobiniennes 7572,35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0888_0000_001#Web,"Jürgen ROSENBAUM, Frankreich in Tunisien. Die Anfänge des Protektorates 1881-1886",255403,Henri Brunschwig,Henri Brunschwig,1904,1989,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293647_t1_0888_0000_003#Web,"John HICKS and Robert TUCKER editors, Revolution and Reaction, The Paris Commune 1871",35176,Maurice Agulhon,Maurice Agulhon,1926,2014,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293649#Web,De la monnaie antique à la monnaie musulmane.,29982,Gilles Hennequin,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293650#Web,L'Islam ancien récupéré à l'histoire,30304,Hichem Djait,Hichem Djaït,1935,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0915_0000_000#Web,"G. E. VON GRUNEBAUM, L'identité culturelle de l'Islam, Paris, N.R.F., Gallimard, 1973, 294 p., préface de Jacques Berque ; M. ARKOUN, Essais sur pensée islamique",251030,André Miquel,André Miquel,1929,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0917_0000_001#Web,"Rachel ARIÉ, L'Espagne musulmane au temps des Nasrides (1232-1492)",251030,André Miquel,André Miquel,1929,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0918_0000_001#Web,"Hans-Joachim KRESS, Die islamische Kulturepoche auf der iberischen Halbinsel. Eine historischkulturgeographische Studie",48064,Rachel Arié,Rachel Arié,1924,2018,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0919_0000_002#Web,"Alexandru DUTU et Paul CERNOVODEANU, Dimitrie Cantemir, historian of South East European and oriental civilizations, Extracts from « The history of the Ottoman Empire »)",264836,Robert Mantran,Robert Mantran,1917,1999,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0921_0000_001#Web,"Haïm ZAFRANI, Les Juifs du Maroc. Vie sociale, économique et religieuse. Études de Taqqanot et Responsa",29366,Lucette Valensi,Lucette Valensi,1936,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0923_0000_001#Web,"Ahmed ABDESSELEM, Les historiens tunisiens des XVIIe, XVIIIe et XIXe siècles. Essai d'histoire culturelle",29366,Lucette Valensi,Lucette Valensi,1936,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0925_0000_001#Web,"André RAYMOND, Artisans et commerçants au Caire au XVIIIe siècle",29366,Lucette Valensi,Lucette Valensi,1936,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0929_0000_001#Web,"Gérard DUPRAT, Révolution et autogestion rurale en Algérie",269277,Pierre Marthelot,Pierre Marthelot,1909,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_4#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_4_293651_t1_0930_0000_002#Web,Les influences occidentales dans les villes maghrébines à l'époque contemporaine,269277,Pierre Marthelot,Pierre Marthelot,1909,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293656#Web,Présentation,29472,Jacques Revel,Jacques Revel,1942,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293657#Web,L'histoire de la science et l'histoire de l'histoire,51977,Krzysztof Pomian,Krzysztof Pomian,1934,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293658#Web,"Les mythes, les sciences et l'invention sociale",29696,Charles Morazé,Charles Morazé,1913,2003,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293659#Web,Tradition mathématique et tradition expérimentale dans le développement de la physique,29953,Thomas Samuel Kuhn,Thomas Samuel Kuhn,1922,1996,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293660#Web,Le Retour Éternel,29387,Michel Serres,Michel Serres,1930,2019,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293661#Web,Cryptographie et numération,204019,Ernest Coumet,Ernest Coumet,1933,2003,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293662#Web,L'institution de la science : un exemple au XVIIIe siècle,54437,Claire Salomon Bayet,Claire Salomon-Bayet,1932,2016,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293663#Web,L'alchimie en Chine. Pratique et théorie,261131,Joseph Needham,Joseph Needham,1900,1995,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293664#Web,De l'idéologie aristotélicienne à l'empirisme médiéval. Les sols dans l'agronomie hispano-arabe,230907,Lucie Bolens,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293665#Web,Les statues animées dans les Mille et Une Nuits,29896,René Khawam,René R. Khawam,1917,2004,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293666#Web,Karl Popper et l'histoire des sciences (note critique),204019,Ernest Coumet,Ernest Coumet,1933,2003,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1123_0000_000#Web,"Lucie BOLENS, Les méthodes culturales au Moyen Âge d'après des traités d'agronomie andalous : traditions et techniques, thèse de 3e Cycle (Paris I)",251030,André Miquel,André Miquel,1929,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1124_0000_002#Web,"A. KOYRÉ, Études d'histoire de la pensée scientifique",30727,Blandine Barret-Kriegel,Blandine Kriegel,1943,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1127_0000_001#Web,"La rationalité, l'irrationalité et la science.",51977,Krzysztof Pomian,Krzysztof Pomian,1934,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1135_0000_003#Web,"Claude LEFORT, Le travail de l'œuvre de Machiavel",30727,Blandine Barret-Kriegel,Blandine Kriegel,1943,????,féminin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1138_0000_001#Web,"Élisabeth LABROUSSE, L'Entrée de Saturne au Lion. L'Éclipse de soleil du 12 août 1654",49147,Michel de Certeau,Michel de Certeau,1922,1986,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1138_0000_001#Web,"Élisabeth LABROUSSE, L'Entrée de Saturne au Lion. L'Éclipse de soleil du 12 août 1654",49147,Michel de Certeau,Michel de Certeau,1925,1986,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1141_0000_001#Web,"A. A. COURNOT, Recherches sur les principes mathématiques de la théorie des richesses, édition et préface de H. Guitton, coll. « Les Fondateurs »",24480,Claude Ménard,Claude Ménard,1944,????,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1146_0000_002#Web,"Mirko Drazen GRMEK, Raisonnement expérimental et recherches toxicologiques chez Claude Bernard",30679,Jean-Paul Aron,Jean-Paul Aron,1925,1988,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293667_t1_1149_0000_002#Web,"Alex MUCCHIELLI, Cybernétique et cerveau humain",29852,François Laplassotte,no value,????,????,no value
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293668#Web,"L'hypérostose poreuse du crâne, les anémies héréditaires et le paludisme en Grèce",242159,Mirko Drazen Grmek,Mirko Grmek,1924,2000,masculin
http://data.persee.fr/issue/ahess_0395-2649_1975_num_30_5#Web,http://data.persee.fr/doc/ahess_0395-2649_1975_num_30_5_293670#Web,Les origines de la civilisation andine : le Pérou central et les interactions régionales anciennes,29670,Antoinette Nelken-Terner,no value,????,????,no value
